Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/,1029,0,12,23.350576603499718,6.2792780008749105,169.20527299953392,55.0,8.821545211899167,0.0,12,18,31,39,57,72,94,110,170,170,170
PUT,/,1004,0,10,20.94033331869501,5.054417000792455,174.95345299539622,69.0,8.607221956022121,0.0,10,16,28,36,53,70,85,100,160,170,170
GET,/?idpdc=1,1,0,12.89144000475062,12.89144000475062,12.89144000475062,12.89144000475062,148.0,0.008572930235081795,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/?idpdc=10,2,0,9.152329999778885,11.27646999884746,9.152329999778885,13.400609997916035,149.0,0.01714586047016359,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/?idpdc=100,5,0,10,15.491918999759946,5.349382998247165,40.0324259971967,128.4,0.042864651175408976,0.0,10,16,16,40,40,40,40,40,40,40,40
GET,/?idpdc=1000,1,0,12.559552997117862,12.559552997117862,12.559552997117862,12.559552997117862,42.0,0.008572930235081795,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/?idpdc=101,4,0,6,6.4389727522211615,5.42291600140743,7.227162001072429,123.0,0.03429172094032718,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/?idpdc=103,4,0,33,51.644428247527685,7.347780992859043,119.52569599816343,150.0,0.03429172094032718,0.0,47,47,120,120,120,120,120,120,120,120,120
GET,/?idpdc=106,2,0,10,15.20253250055248,9.530240000458434,20.874825000646524,150.0,0.01714586047016359,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,/?idpdc=108,3,0,14,19.245072997970663,13.463433999277186,30.193979997420684,150.0,0.025718790705245385,0.0,14,14,30,30,30,30,30,30,30,30,30
GET,/?idpdc=109,2,0,6.250170001294464,43.489261999638984,6.250170001294464,80.7283539979835,150.0,0.01714586047016359,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/?idpdc=11,2,0,10.2922989972285,32.250263499008724,10.2922989972285,54.20822800078895,149.0,0.01714586047016359,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/?idpdc=110,2,0,5.091944003652316,40.93863900197903,5.091944003652316,76.78533400030574,150.0,0.01714586047016359,0.0,77,77,77,77,77,77,77,77,77,77,77
GET,/?idpdc=112,2,0,39.26037899509538,41.24684499765863,39.26037899509538,43.233311000221875,150.0,0.01714586047016359,0.0,43,43,43,43,43,43,43,43,43,43,43
GET,/?idpdc=113,2,0,5.97469800413819,5.750673499278491,5.526648994418792,5.97469800413819,150.0,0.01714586047016359,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/?idpdc=114,1,0,5.300142998748925,5.300142998748925,5.300142998748925,5.300142998748925,42.0,0.008572930235081795,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/?idpdc=115,5,0,8,16.840076200605836,5.916432004596572,46.2053500014008,128.4,0.042864651175408976,0.0,8,17,17,46,46,46,46,46,46,46,46
GET,/?idpdc=116,1,0,43.47235200111754,43.47235200111754,43.47235200111754,43.47235200111754,149.0,0.008572930235081795,0.0,43,43,43,43,43,43,43,43,43,43,43
GET,/?idpdc=117,4,0,7.151940997573547,9.732820499266381,7.151940997573547,16.839497999171726,150.0,0.03429172094032718,0.0,8,8,17,17,17,17,17,17,17,17,17
GET,/?idpdc=118,1,0,52.03694700321648,52.03694700321648,52.03694700321648,52.03694700321648,149.0,0.008572930235081795,0.0,52,52,52,52,52,52,52,52,52,52,52
GET,/?idpdc=119,1,0,33.47318500163965,33.47318500163965,33.47318500163965,33.47318500163965,149.0,0.008572930235081795,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/?idpdc=12,2,0,5.311298002197873,6.069201499485644,5.311298002197873,6.827104996773414,149.0,0.01714586047016359,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/?idpdc=120,4,0,8,8.07499549955537,6.169578999106307,9.267647001252044,150.0,0.03429172094032718,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/?idpdc=121,2,0,26,39.91097849939251,25.995998999860603,53.82595799892442,150.0,0.01714586047016359,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/?idpdc=122,2,0,7.112308005162049,32.939440505288076,7.112308005162049,58.7665730054141,96.0,0.01714586047016359,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/?idpdc=123,2,0,17,31.754339499457274,16.905632997804787,46.60304600110976,96.0,0.01714586047016359,0.0,47,47,47,47,47,47,47,47,47,47,47
GET,/?idpdc=124,1,0,51.771749000181444,51.771749000181444,51.771749000181444,51.771749000181444,42.0,0.008572930235081795,0.0,52,52,52,52,52,52,52,52,52,52,52
GET,/?idpdc=125,1,0,7.448971002304461,7.448971002304461,7.448971002304461,7.448971002304461,150.0,0.008572930235081795,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/?idpdc=126,1,0,15.062190002936404,15.062190002936404,15.062190002936404,15.062190002936404,150.0,0.008572930235081795,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/?idpdc=128,3,0,19,19.38853700266918,16.95694500085665,22.30512900132453,149.0,0.025718790705245385,0.0,19,19,22,22,22,22,22,22,22,22,22
GET,/?idpdc=13,5,0,12,17.06678059999831,7.286076994205359,42.50316200341331,149.0,0.042864651175408976,0.0,12,14,14,43,43,43,43,43,43,43,43
GET,/?idpdc=130,2,0,8.431889000348747,38.010463500540936,8.431889000348747,67.58903800073313,150.0,0.01714586047016359,0.0,68,68,68,68,68,68,68,68,68,68,68
